likes,replies,retweets,quotes,text,isReply,isRetweet,isQuote,quotedTweet/text,timestamp,quotedTweet/timestamp,username,verified
0,0,0,0,フォローしました！フォロバお願いできますと幸いです。,True,False,False,,2025-03-04T13:03:00.000Z,,@blackcareer1988,False
0,0,0,0,His political career will be over after the next election,True,False,False,,2025-03-04T13:03:00.000Z,,@Average_Joe67,True
0,0,0,0,Here’s the list of Senators that hate women and voted to allow biological men in your daughters locker rooms and bathrooms ….. There is no excuse for a no vote.  This has to be the end of their political career.,False,False,False,,2025-03-04T13:03:00.000Z,,@BucsareChamps,False
0,0,0,0,"I have had to fill out a time sheet all my working career, WHY NOT YOU?",True,False,False,,2025-03-04T13:03:00.000Z,,@arnoldfortner,False
0,0,0,0,Towards the end of his United career,True,False,False,,2025-03-04T13:03:00.000Z,,@Ich__Glaube,True
10627,11,59,2,she’s a model & also about to start her acting career,True,True,False,,2025-03-03T17:19:00.000Z,,@THEBOYXI,True
0,0,0,0,"Unjustly fired? How so?

FYI, the major shipyards here on the Gulf of America are ALWAYS hiring and will actually pay you WELL with benefits while they train you for a career as a welder, electrician, ship fitter, etc. 

She looks like good ship fitter material.",True,False,False,,2025-03-04T13:03:00.000Z,,@stumblebum54,True
178,4,27,0,"LeBron is about to become the 1st and ONLY player in NBA history with 50k total points in his career.

Yet the NBA celebrated MJ more for becoming the 4th player in history with 30k points.

For all the people who claim MJ wasn't about stats, he was the one who gave HIMSELF a trophy and stopped the game to celebrate HIMSELF.

But sure, MJ would never right?",False,True,False,,2025-03-03T13:57:00.000Z,,@shendy456,True
0,0,0,0,Has he won any trophies in his career before ?,True,False,False,,2025-03-04T13:03:00.000Z,,@Magik_jay_,True
0,0,0,0,"If you are a Healthcre professional and looking for your next career move to work as Registered Nurse,  Dental Hygienist, physical Therapist, Physician Assistant, Dental Associate , connect us on Linkedin or Follow us on X 
SunriseRecruiting.com 

#Recruiting #healthcare",False,False,False,,2025-03-04T13:03:00.000Z,,@recruiter_staff,False
1,0,1,0,Try the FREE  @Barclays wheel of strengths interactive career picking tool barclayslifeskills.com/i-wan…,False,False,False,,2025-03-04T13:03:00.000Z,,@revisionstation,True
12,0,1,0,"Now that I think about it. I wonder if the reason Sue's acting career never took off (back when she was chasing that before the Fantastic Four) was because she wanted to be a Broadway actress and couldn't sing?

Was Sue a theatre kid?! 👀",False,True,False,,2025-03-04T12:53:00.000Z,,@Crimzin15,False
0,0,0,0,"🚧 Women in Construction 2025 Spotlight! 👷‍♀️🎉

🔦 Meet Jeri Surls, Credit Manager at Builders FirstSource!

With over nine years in the industry, Jeri’s career journey is one of dedication and growth. Armed with a Bachelor’s degree in Psychology from the University of New Mexico, she has navigated roles in Inside Sales and Operations Management before stepping into her current leadership position. Her experience speaks to the challenges, resilience, and success of women in construction! 🏗️💪

👏 Join Handle's BuildingBlocks Community as we celebrate Jeri!
youtube.com/watch?v=N3C3c8ey…

#BuildingBlocks #WIC #WIC2025 #WomenInConstruction #BuildingTheFuture #BreakingBarriers",False,False,False,,2025-03-04T13:03:00.000Z,,@CreditTalkLori,True
0,0,0,0,合格おめでとうございます🎉,True,False,False,,2025-03-04T13:03:00.000Z,,@fgnebisawa,True
0,0,0,0,Career loser without Chris Paul 🥱,False,False,True,Devin Booker’s hype going away should be examined.,2025-03-04T13:03:00.000Z,2025-03-03T19:26:00.000Z,@thedjsmoove,True
0,0,0,0,Go back to your “about to take a dive”career!,True,False,False,,2025-03-04T13:03:00.000Z,,@nowhere987,True
0,0,0,0,musta career mo bro,True,False,False,,2025-03-04T13:03:00.000Z,,@DonnJireh,False
0,0,0,0,"He’s a bust, and gonna be a career journeyman",True,False,False,,2025-03-04T13:03:00.000Z,,@bmovin16756,False
0,0,0,0,"He ended his political career by losing to Trump.

Christie is bitter and is only relevant to those with TDS.

As for Russia, didn’t the unlimited investigation show that this just isn’t true.  Does Christie not believe the FBI?",True,False,False,,2025-03-04T13:03:00.000Z,,@David_MinorKY,False
0,0,0,0,"・部下見えない所の努力や
　かげでやってくれている事を拾える",True,False,False,,2025-03-04T13:03:00.000Z,,@atc_chibahiro,True
0,0,0,0,A huge thank you to Judge Ashleigh Parker for giving Braxten the incredible opportunity to witness firsthand the positive impact you have on our community! He not only saw how you change lives through your work but also gained valuable insights for his Career Shadowing Assignment in his College Awareness Class. Watching you in action was both inspiring and eye-opening—an experience he won’t forget! #College #Careers #Community @BraxtenDuBose35,False,False,False,,2025-03-04T13:03:00.000Z,,@dubosefamily07,True
0,0,0,0,Kiara agar usko chod gyi to sidhe fir career bnane ke liye abroad bhejenge makers usse Kyunki humesha yhi mention hua h ki kiara ke parents usko abroad bhejna chahte h,True,False,False,,2025-03-04T13:03:00.000Z,,@Anuradh34275827,False
51,3,0,0,"Yesterday, I was on @wealthykween’s space talking about Growth, and effective growth strategies for career development and advancement in the Web3 space.

Fortunately, growth is a subject I find very interesting.

John Maxwell says: 

“…growth is the only guarantee that tomorrow will be better than today”

The only assurance that you’re going to go far in anything you do, is your growth in that thing.

Moreover, career growth stems from personal growth and development.

As you advance in your career path, and in your quest to niche down, one of the things you’d need to do is discover your skills, personal values, and areas of strengths.

These things will aid you in building your philosophies and understanding your path.

Not everything might work for you honestly.

Hence to grow yourself you must know yourself!

Especially in a space so vast like the Web3 space.

Enough said!

Registered for INNOVATE yet?

Click here: bit.ly/Innovate25-Conference",False,True,False,,2025-03-04T00:59:00.000Z,,@GeeAkpan,True
0,0,0,0,"You called people the f slur and the r slur in a vc, if I had been recording your career would've been tarnished forever dude",True,False,False,,2025-03-04T13:03:00.000Z,,@VeFancy94032,False
0,0,0,0,Many job seekers overlook the importance of CPD on their CVs. This blog reveals why it's crucial to include CPD and offers guidance on how to present it effectively. Enhance your employment prospects & show potential that you’re committed to your career. buff.ly/GhKIdr5,False,False,False,,2025-03-04T13:03:00.000Z,,@CPD_IQ,False
32,1,3,0,"13. James Rodriguez: 
2014 World Cup star whose career stalled due to injuries and inconsistency.",False,True,False,,2025-03-04T06:16:00.000Z,,@MUFC_Timm,True
0,0,0,0,"It sucks for me. I will lose another career because of politics. 
I lost my aerospace job because I wouldn't take the jab. Now the fancy gates we sell will stop.",True,False,False,,2025-03-04T13:03:00.000Z,,@Russ_Nunn,False
0,0,0,0,I’ve never heard this argument before lol so stupid. Defense hasn’t really evolved over the years. If anything it’s more lackluster. 2 points is 2 points no matter how it looks. MJ could come back play 82 games score zero points a game and still average 28 points for his career.,True,False,False,,2025-03-04T13:03:00.000Z,,@Billy_D2411,False
4,2,2,0,"sanghyuk - said & done
* this just reminds me of young he truly he is and how early in his life he started this career, and how scary that must have been
* (also fitting for hongbin in the way many 'fans' turned their backs on him, and jellyfish didn't protect him)",False,True,False,,2024-11-12T18:03:00.000Z,,@jyanies,False
0,0,0,0,"All the cliches are true.

Do Leetcode.
Do DSA.
Do striver's sheet.

Ignore this if you don't NEED to pursue career as SDE.",False,False,True,"All the cliches are true. 

- have kids
- have them earlier
- there’s no good time
- you’ll figure it out",2025-03-04T13:03:00.000Z,2025-03-03T19:48:00.000Z,@sharayu_7,True
296,0,70,7,"Agustin Loser on his volleyball career:

“I didn’t grow up in a volleyball family and started playing at school, not a club. When I got into the game, I looked up to stars like Luciano De Cecco, Seba Solé, and Facu Conte. I played as a middle blocker, and Seba was always amazing at it, one of the best in the world. He became the person I admired the most. Later, I joined the national team with Seba, and it was great. I learned what an incredible person he is, and we became close friends. His drive to play inspired me, and I try to live volleyball the same way. I always thought it would be amazing to play in a league with him, and now we’re together at Perugia, which makes me very happy. It’s not just about the game; it’s also about the friendship and enjoying life with him and his family.""

""After last season, I knew I had the most blocks, but I didn’t expect to win best player. I found out before the first match with Perugia when they presented the trophies. It was strange because I was focused on doing my best for the team. I don’t usually think about individual awards, but when I see them at home, I remind myself to appreciate those accomplishments. Of course, the team’s success is the priority, but I can’t ignore personal recognition. Playing in Italy and having great seasons with Milan was amazing, and now I want even more with Perugia.”",False,True,False,,2025-02-21T07:56:00.000Z,,@hainakyuu_,True
1,0,0,0,"After his career with the @Lions, @HMAN84 held all the franchise receiving records. In Ep. 106 of In The Front Row with Mike Vaccaro, Moore explains why his numbers make him worthy of the @ProFootballHOF and hints at what his induction speech might include.
WATCH AND SUBSCRIBE:    
📺bit.ly/inTheFrontRow",False,False,False,,2025-03-04T13:03:00.000Z,,@RadioMikeV,True
157715,6941,22285,1016,"Tremendous news for law enforcement and the future of American justice! I am proud to welcome Dan Bongino as the next Deputy Director of the FBI—a warrior and lifelong public servant. Dan has dedicated his career to protecting this country, beginning with his time in the NYPD, where he served in one of the toughest precincts, the 75th, before spending more than a decade as a Special Agent in the United States Secret Service. His leadership, integrity, and deep commitment to justice make him the ideal choice to help lead the FBI at this critical time. He’s a cops cop. 

With Pam Bondi as our new Attorney General, we are assembling a team focused on restoring public trust, upholding the rule of law, and ensuring justice is served. Dan is stepping away from an incredibly successful career because he believes in this mission—together, we are ready to put the mission first.

Welcome aboard, Dan. The country needs strong leadership, and I know you will serve with honor and dedication.",False,True,False,,2025-02-24T12:45:00.000Z,,@FBIDirectorKash,True
1,0,0,0,Probably the most comical thing you’ve said in your whole career Lee,True,False,False,,2025-03-04T13:03:00.000Z,,@MattKasa90,False
0,0,0,0,He's gonna set some team back 5 years. He had his first good season of his career and it probably won't happen again,True,False,False,,2025-03-04T13:03:00.000Z,,@kevsonthebus113,False
0,0,0,0,"Floor sleeper. We can see how your life and Wiz life are 
Why do we need to compare de___d  career fake life like you with a golden guy of our time.",False,False,True,Don’t ever compare me to anyone in this industry again !! Especially wiz!! I’m a different breed!!! GOD’s baby,2025-03-04T13:02:00.000Z,2025-03-03T16:11:00.000Z,@Faithbabatunde4,False
1,0,0,0,"Cristiano Ronaldo has set numerous records throughout his career in club and international football. Here are some of his most notable achievements:

Club Records

Most goals in UEFA Champions League history (140+)

Most goals in a single Champions League season (17 in 2013-14)

First player to score in three different Champions League finals

Most hat-tricks in Champions League history

Most goals for Real Madrid (450 goals)

Fastest player to reach 100 goals for Real Madrid

Only player to win league titles in England, Spain, and Italy

Most goals scored in Europe's top five leagues (700+)

Most appearances in UEFA Champions League history

International Records

Most international goals in history (120+)

Most international caps in men's football (200+)

Most goals in European Championship history

Only player to score in five different Euros

First player to score in five different World Cups

Portugal’s all-time top goal scorer and appearance holder

Other Achievements

Five-time Ballon d’Or winner

Over 850 career goals, making him one of the highest scorers in history

First player to score 60+ goals in four consecutive calendar years

Most goals scored for a single club in Champions League history (Real Madrid)

First player to score 50 goals in Serie A, La Liga, and Premier League

Ronaldo continues to break records and prove why he is one of the greatest footballers of all time.",True,False,False,,2025-03-04T13:02:00.000Z,,@arslanu2,True
2,0,0,0,"Seyi that have been popular before his father became the President. So, he should shelve his career life because his father is the President.

This is purely hypocrisy, repent and be free.",True,False,False,,2025-03-04T13:02:00.000Z,,@AladeAyeniromo,False
1,0,0,0,Trump created an environment where all his opponents fear to get their career destroyed if they are not on his side. That’s the real danger of this administration.,True,False,False,,2025-03-04T13:02:00.000Z,,@music_waves,False
1,0,1,0,"you look ethereal tee, so handsome. thank you for your hardwork, may more people recognize you and your career grow even bigger. we love you tee, we will always be proud of you 🤍✨️

#tee_vtp @vitheepanich 
#SiamParagonxTEEVTP 
#SiamParagonWorldFashionTrendSS2025",False,True,True,"ธีหล่อมากๆๆๆๆ อมก 

#SiamParagonxTEEVTP #tee_vtp",2025-03-04T13:00:00.000Z,2025-03-04T12:44:00.000Z,@selebritasb,False
138,6,19,1,"🇦🇲 Elina Avanesyan Makes History as First Armenian to Enter WTA Top 40, Achieving a Career-Best Ranking
➖➖➖
Armenian tennis star Elina Avanesyan has achieved a new career milestone, acheiving an all-time high ranking of No. 39 in the latest Women’s Tennis Association (WTA) singles rankings. This marks the first time she has broken into the Top 40, further solidifying her status as Armenia’s top-ranked female tennis player, reports Zartonk Media.

The WTA, the global governing body for professional women’s tennis, released its latest world rankings this week, with Avanesyan jumping six spots to secure her new career-best position. This achievement comes after an impressive semifinal run at the WTA 500 Mérida Open Akron in Mexico, where she defeated No. 7 seed Magdalena Frech and Jessica Bouzas Maneiro before falling to top seed Emma Navarro (USA) in straight sets (6-3, 6-3).

Avanesyan, who previously competed under the Russian flag, officially began representing Armenia in August 2024. This transition highlights her deep Armenian heritage, as she was born in Russia to Armenian parents and has since embraced the opportunity to compete for the country of her ancestors. Her decision to switch nationalities has received widespread support from the Armenian community, further establishing her as a rising star in the sport.

At the top of the WTA rankings, Iga Swiatek (Poland) currently holds the No. 1 spot, followed by Aryna Sabalenka (Belarus) at No. 2 and Coco Gauff (USA) at No. 3.",False,True,False,,2025-03-03T21:47:00.000Z,,@ZartonkMedia,True
4,0,2,0,"Don’t forget…

Tonight is the night!!! Myself and @_BigMike27 sit down with the current @DestinyWrestle World Champion…

@DijakFYE

Join us LIVE tonight at 7pm EST on X and YouTube as we go through Dijak’s early career and what he is currently up to now!!

#Sportcoin #WWENXT",False,False,True,"We here at ChairShot Sports have had a whos who of guests on our show thus far…

With that said, I am so excited to announce that myself and @_BigMike27 will have the privilege of interviewing current Destiny World Champion @DijakFYE on our show this Tuesday at 7pm EST!

We will go through his career and more importantly, what he has going on presently and what the future holds in 2025.

#sportcoin #WWERaw #RawOnNetflix",2025-03-04T13:02:00.000Z,2025-03-03T16:04:00.000Z,@chairshotsports,True
0,0,0,0,I guess Conan doesn't appeal to the major demographic of people who tickle their own toes. His career will never recover.,True,False,False,,2025-03-04T13:02:00.000Z,,@ohmybillnye,False
2,1,0,0,That seems completely acceptable to me. There are so many artists you like without knowing every detail of their life. Gives more longevity to their music career too. These people will stick around even after they've decided to stop spending so much time filming these shows,True,False,False,,2025-03-04T13:02:00.000Z,,@Taehyungeyemole,False
12,1,5,0,"tbnw is more than numbers, hype or popularity it's a masterpiece that prove bossnoeul talent and ability for their acting career and it's an eye opener to everyone that doubt their talent, tbnw really serve everything and bossnoeul can pull any character given to them. I hope a lot of people and director see their ability and approach them and give them any series together 🥹🥹🥹🥹🥹🥹🥹

#TheBoyNextWorldEP9 
#TheBoyNextWorldSeries
#BossNoeul #BoNoh",False,True,True,"would like to thank their acting coach p’ninew too for helping bossnoeul portray cirphu to the best of their abilities and for believing in them. TBNW is a massive breakthrough for bossnoeul’s acting career, they’ve received endless compliments for their performance ever since TBNW started airing, and TBNW is doing so so well. 

i believe after TBNW they’ll get more diverse acting opportunities bc they’ve proven themselves that they can take on just about any role, whether it’s comedy, action, a happy character or one with with a complex and complicated history. i’m so proud 💖  

#TheBoyNextWorldEP9",2025-03-04T12:06:00.000Z,2025-03-04T11:56:00.000Z,@bbckmleeun,True
2,0,1,0,"#PurdueEDU wants YOU to nominate our outstanding Educator Alumni who’ve made significant contributions in education for:
Early Career Award
Distinguished Educator Alumni Award

Submit @ education.purdue.edu/alumni/…

Questions? Contact Erin Perdue: ELPerdue @ purdueforlife.org",False,True,False,,2025-03-04T13:02:00.000Z,,@PurdueEDU,True
39,11,6,0,"NHL Morning Skate – March 4, 2025

▪️ Hutson becomes fastest @CanadiensMTL defenseman to record 50 career points
▪️ @NYRangers post shutouts on consecutive days for third time in NHL's expansion era
▪️ @DallasStars aim for fifth straight five-goal showing at home

#NHLStats: media.nhl.com/public/news/18…",False,True,False,,2025-03-04T12:30:00.000Z,,@PR_NHL,True
4011,4,707,8,"Debut in kids group in 90s, then as idol in 2000s and still reaching new peaks in his career in the 2020s, The King G-Dragon.",False,True,False,,2025-03-02T18:05:00.000Z,,@8KLIFE,True
3,0,0,0,"Thank you @midwestone bank for inviting me to speak at the  employee rally where we talked about commitment to community. I love talking about career experiences, diversity in media, and other similar topics. dawstevenstv.com -let’s connect! #publicspeaking #community",False,False,False,,2025-03-04T13:02:00.000Z,,@DawnStevensFox9,False
0,0,0,0,"The founding fathers were just regular wealthy educated men.cmon guys if you are a career politician,no but yes a person who is aligned with how the system works is a real thing.not that he shouldn't have strong connection to the groups mentioned.but ya I want most educated first",True,False,False,,2025-03-04T13:02:00.000Z,,@WayneRu11752075,False
345,1,19,2,"Darius Slay's Eagles career is also a good reminder for next week of the importance of being nimble in free agency — and how Plan B (or C/D/etc.) might be the best path.

In 2020, the Eagles were prepared to spend big money on CB Byron Jones. They couldn't land him — Jones wanted Miami.

The Eagles pivoted. They signed Javon Hargrave to play DT and traded for Darius Slay at CB. It worked out.",False,True,False,,2025-03-03T18:42:00.000Z,,@ZBerm,True
101,6,10,1,"■ Feared coaching career might be over
■ Rebuilt reputation in the Welsh Premier League
■ Talks to his late mum before games

Nicky Hayen never imagined he would manage at Champions League level but he has revived Club Brugge and tonight they face Aston Villa.

📝 @stujames75",False,True,False,,2025-03-04T09:01:00.000Z,,@TheAthleticFC,True
0,1,1,0,"You can transform your career and life by building your own brand and business.

• Authenticity wins
• Consistency is key
• Learn from failures
• Network effectively

Start your journey today.",False,True,False,,2024-06-07T15:56:00.000Z,,@markfrommktg,True
97,2,2,0,imagine stanning hags 15 years in their career but also cheering for dragging a 4th gen gg that are just 4 years old... embarrassing,True,True,False,,2025-03-04T05:55:00.000Z,,@jeansposse,False
0,0,0,0,めちゃ共感して心に刻みました,True,False,False,,2025-03-04T13:02:00.000Z,,@mantendot,True
0,0,0,0,"think being an squad option suits Hato way more for his next move, he’s more raw than Diomande and Huijsen are at the moment but also his career minutes for an 18 year old are quite high, so if you minimise this while he continues to develop who help his career long term.",True,False,False,,2025-03-04T13:02:00.000Z,,@lNVERTEDWlNGER,False
1,0,0,0,"#NationalCareersWeek Please see David Sheddon's Career Case Study!
If you would like to find out more about the 350 different NHS careers, please visit nhscareersnw.co.uk/
#nationalcareersweek2025 #NCW2025 #350careers #NHS #BTH",False,False,False,,2025-03-04T13:02:00.000Z,,@BTHFutures,False
0,0,0,0,"Many students focus solely on coding but struggle with com, problem-solving, and collaboration key skills for becoming a wellrounded software developer. As an entrepreneur and developer gives you a unique perspective to guide u not just in tech skills but also in career growth",False,False,False,,2025-03-04T13:02:00.000Z,,@katamba18,False
2053,22,228,82,Future’s top 5 songs that best shape his career in his opinion,False,True,False,,2025-02-28T16:45:00.000Z,,@futurewipes,False
122,4,29,0,"This is the kind of arrogant blowhard typically promoted in Chris Wray’s FBI.

Lying has worked so well throughout their career, they really don’t see any alternative.",False,True,True,"In a message to colleagues, Dennehy confirms he was forced out and says:

‘I've been told many times in my life, ""When you find yourself in a hole, sometimes it's best to quit digging."" Screw that. I will never stop defending this joint.’",2025-03-03T22:43:00.000Z,2025-03-03T22:40:00.000Z,@PhillipAKennedy,True
2,0,0,0,"Hii mchezo ya kufanyia Landlord kazi sitaki, been at below bare minimums since 2018 n am not moving even the career grows unless watoto wakue wengi.
25% means that for a whole week, I am working towards rent.
Whole week bana",True,False,False,,2025-03-04T13:02:00.000Z,,@sobrietychannel,False
7,1,3,2,"8th grade with a huge jump in track from last year finishing 2nd overall missing 1st by a minuscule 1.5 points.

7th grade started out their track and field career right with a 20 point victory and are now crowned LCISD District Champions!!!

So proud of all of our athletes!",False,True,False,,2025-03-04T04:02:00.000Z,,@coach_shorter,False
2,0,0,0,I’ve followed him his entire career and I’ve never seen him have genuine joy like he has in Dallas. If he isn’t here after this year it’s because the team cut ties,True,False,False,,2025-03-04T13:02:00.000Z,,@rsgonads,False
1,1,0,0,"Frontend dev here (React) + backend skills (Node, Express, MongoDB). Senior devs, drop your best tips to level up my skills & skyrocket my career! 🚀 #WebDev #ReactJS #NodeJS #CareerGrowth",False,False,False,,2025-03-04T13:02:00.000Z,,@vipuldhomane,False
0,0,0,0,"Grow your career at Swiss-Belhotel Harbour Bay Batam
Find us on Telegram t.me/lokerhotelier
.
Read details at lokerhotelier.com/swiss-belh…
.
IG LokerHoteliercom
#lokerhotelier #lokerhotel

Nikita Mirzani",False,False,False,,2025-03-04T13:02:00.000Z,,@Loker_Hotelier,True
1,0,0,0,Well… it could be a script but also he’s not confident in what he’s saying bc he knows he is wrong. He is walking them into death. His people will hate him and his career is technically over. So script? Maybe.,True,False,False,,2025-03-04T13:02:00.000Z,,@bait_oo,False
1,0,0,0,"admit that you're a dirty piece of garbage. He fell on someone, you actively grabbed him and pulled him down by the ankle, you dirty  slime... stay on the sidelines, where you have been half your career.",True,False,False,,2025-03-04T13:02:00.000Z,,@GeassGamer95,False
28709,81,3249,356,Day 1                               Day 7,False,True,False,,2025-03-03T18:26:00.000Z,,@Itsmonsea,True
0,0,0,0,え、、、誤字しすぎじゃないわたし、、、、、、、,False,False,False,,2025-03-04T13:02:00.000Z,,@CareerSelect2,False
2,0,0,0,"You broke your election promises and increased immigration to the highest levels we’ve ever seen.

You should all consider a career change, you’re finished.",True,False,False,,2025-03-04T13:01:00.000Z,,@AlisterHarrow,False
1,1,0,0,Quick question when jd5 don’t win shit in his career but that punk ass oroy what’s the over / under for how fast y’all gone turn on him ???,True,False,False,,2025-03-04T13:01:00.000Z,,@_98problemzzz,False
1,0,0,0,Congratulations to Liv Mauz who became Williamstown's All-Time Leading Scorer in Basketball last night with 1931 points. An amazing accomplishment  and career at Williamstown HS.  BRAVES PROUD!!! @WilliamstownHS @WHSLadyBravesBB,False,False,False,,2025-03-04T13:01:00.000Z,,@whsbravessports,False
2,0,0,0,Wow. That title reign is actually the shortest of Rhea’s whole career including  RCW.,False,False,False,,2025-03-04T13:01:00.000Z,,@Justin5774LIFE,False
4,0,0,0,She was just pretending to be a horrible person to advance her career. We should now trust her with a promotion if we want to get the honest version of her. An old school liberal!,False,False,True,"Liberal leadership contender Chrystia Freeland told Bill Maher that she is an “an old school liberal” and that she won’t emphasize virtue signalling and identity politics as much as Prime Minister Justin Trudeau has.

junonews.com/p/freeland-disa…",2025-03-04T13:01:00.000Z,2025-03-04T12:05:00.000Z,@wokegoldenboy,True
1048,2,9,1,"I just noticed that this scene is from GAGA: FIVE FOOT TWO. The same documentary that showcases Gaga being sad over a loved one(s) leaving her when she reaches a peak in her career.

Her best album is about to be released and she’s yet, ONCE AGAIN, betrayed by someone she loved",False,True,False,,2025-03-04T04:15:00.000Z,,@GagaUnderMike,False
0,0,0,0,"Dialogue tak hai reality Nagpur ka meet-up dekh ye Bhona ki aukat pata chal jayegi 

Uska one medal for INDIA 🇮🇳🦶>>>>> Tharakveer lehra Khandan ka whole career",True,False,False,,2025-03-04T13:01:00.000Z,,@articuno72192,False
0,0,0,0,"John Cenas first Heel promo -

""Hustle, Loyalty, Respect. I've been saying it for 20 years. Hustle: why you mad? The signs were there. Loyalty: I've been loyal to this company my entire career, unlike Punk and Cody who left for something 'elite' . Respect: Fuck your respect.""",False,False,False,,2025-03-04T13:01:00.000Z,,@SavageViolence,False
0,0,0,0,"The City of Liverpool College has long prioritised green skills training, ensuring that our students are equipped with the skills they will need to walk into a career in the North West's thriving net zero sector. #CollegesWeek2025 @AoC_info @FECollegesLCR",False,False,False,,2025-03-04T13:01:00.000Z,,@COLCollege,False
1,0,0,0,She was just pretending to be a horrible person to advance her career. We should now trust her with a promotion if we want to get the honest version of her. An old school liberal!,True,False,False,,2025-03-04T13:01:00.000Z,,@wokegoldenboy,True
22,0,1,0,"Rest in Peace to the legendary Felicia Minei Behr. Behr began her producing career with AMC the year it debuted in 1970, becoming the first female producer ever for a daytime drama. She would later become the show’s two time Emmy award winning Executive Producer from 1989-1996.",False,False,False,,2025-03-04T13:01:00.000Z,,@_AllMyChildren,False
0,0,0,1,"Left arm bowler opening the spell in a semifinal

Dukh dukh horela mereko

Career defining innings for Rohit its ""All on the line""

#ChampionsTrophy #ChampionsTrophy2025 #Oscars          #ausvind #AUSvsIND #IndvsAusfinal #indvsaus #indvaus #Dubai #SemiFinals",False,False,True,"265 to get

Australian bowlers r skillful n on this deteriorating pitch the chase will be difficult with added pressure of the semis 

#ChampionsTrophy #ChampionsTrophy2025 #Oscars          #ausvind #AUSvsIND #IndvsAusfinal #indvsaus #indvaus #Dubai #SemiFinals",2025-03-04T13:01:00.000Z,2025-03-04T12:29:00.000Z,@msubham03,False
0,0,0,0,"Not a movie maker, but if I was, I'd probably trade all the Oscars for the career of someone like George Lucas. You can keep the awards; I'd rather have the money and fame!",True,False,False,,2025-03-04T13:01:00.000Z,,@LCommenting,False
1209,17,56,4,"Vinícius Junior: ""My protests? Little by little I'm improving. I've been here for a long time, but people forget that I'm 24 and I still have a lot to learn. I'll keep learning until the end of my career.""",False,True,False,,2025-03-03T15:49:00.000Z,,@MadridUniversal,True
0,0,0,0,"Meet the gross CIA jew who isn't totally a deep state operative...No way, so what if she's had no other job but being a CIA operative working in israel her entire career...there is nothing suspicious about that....what? What?",True,False,False,,2025-03-04T13:01:00.000Z,,@Origamifan1,False
0,0,0,0,"I love Air Marshals, I wanted to be one when I was younger, but changed my career when I realized it wasn’t a suitable career choice.",True,False,False,,2025-03-04T13:01:00.000Z,,@Username596381,False
1,0,0,0,初めまして‼️フォローありがとうございます❣️,True,False,False,,2025-03-04T13:01:00.000Z,,@baru3332,False
0,0,0,0,"Top Online Data Science Courses with Certification 2025

Looking for the best online data science courses to kickstart your career? Explore top-rated programs, course fees, duration! 
henryharvin.com/blog/data-sc…
#DataScience #OnlineCourses #CareerGrowth #henryharvin",False,False,False,,2025-03-04T13:01:00.000Z,,@Mayankk77551427,False
0,0,0,0,"The RGS, with support from the DfE, have created a FREE online subject knowledge enhancement programme for early career geography teachers covering a range of curriculum topics.

Access our Race, Identity and Diversity in Geography module here rgs.org/skp",False,False,False,,2025-03-04T13:01:00.000Z,,@RGS_IBGschools,False
0,0,0,0,"Pisces moon starting Ketu MD soon, in early 20s but I have felt it started few years ago and I am already numb and worse stopped action karma already because I find everything futile. When it's time to finish education and starting career, Ketu MD makes entry, literally silent.",True,False,False,,2025-03-04T13:01:00.000Z,,@shar41522,False
0,0,0,0,If she pulls off having any following influence or career then we are officially cooked as a society.,False,False,True,"We may be divided politically, but we can all come together to say, with no due respect, go fuck yourself, Casey Anthony.",2025-03-04T13:01:00.000Z,2025-03-03T13:41:00.000Z,@ctcultureblog,True
1,0,0,0,Mj is career 29% 3pt shooter without the years of the line being moved up is that “GOATy” LeBron would’ve ate up the 90s being able to go 1 on 1 most of the game it would’ve been to easy,True,False,False,,2025-03-04T13:01:00.000Z,,@HubbertJones,False
9,1,0,0,"Losing years of your career prime because a so called “legend” is scared to lose his pretty little undefeated record is so sad man.

Hope this prick gets sent into a coma if they fight.",False,True,True,Tom Aspinall claims Jon Jones is “holding up” their UFC title unifier and is open to moving on 👀,2025-03-03T16:14:00.000Z,2025-03-02T20:49:00.000Z,@K2kx_,False
0,0,0,0,"No. Reagan's the closest I've seen,  as he had another career before turning to politics.

Reagan was an actor turned politician. He brought his ""pitchman style"" to the White House. Trump is a NY construction businessman turned politician. He brings his ""hard-nosed negotiations"".",True,False,False,,2025-03-04T13:01:00.000Z,,@MichaelBal70420,False
3,0,0,0,"🎉 Exciting news in the early Feb 💜 truly honoured to receive the Early-Career Fellowship from the Institute for Advanced Study. What excites me most about this opportunity is that it allows me to bring my creativity and innovation to academia, sth. I will always be grateful for",False,False,False,,2025-03-04T13:01:00.000Z,,@YanyanLi9669,False
0,0,0,0,The AIST Southern Calif. Chapter organized a visit with Cal. State Polytechnic Univ.—Pomona’s Material Advantage Chapter. Students came to learn about AIST’s student programs. What a great afternoon educating the next generation on all the career opportunities available in steel!,False,False,False,,2025-03-04T13:01:00.000Z,,@AISTech,False
2,0,0,0,"If you want a body that matches your career success, and would like to:

• Build muscle
• Lose the belly fat
• Improve your sleep quality
• Optimize your testosterone

Fill out this application form to see if you'd be a good fit for my 1:1 coaching program:

forms.gle/nE2Qr5nmAJPfGRpZ9",False,False,False,,2025-03-04T13:01:00.000Z,,@_AshleyRichmond,True
